scenario,world_seed,agent_seed,strategy,n_channels,n_slots,slot_duration_s,total_scans,total_detections,true_positive_scans,false_positive_scans,on_target_scans,redundant_scans,n_activity_intervals,n_detected_intervals,n_missed_intervals,n_missed_never_scanned,n_missed_detector,n_censored_intervals,detection_rate,missed_detection_rate,on_target_scan_rate,scan_efficiency,redundant_scan_rate,mean_detection_delay_slots,median_detection_delay_slots,max_detection_delay_slots,time_to_first_detection_slots,emerging_discovery_delay_slots,emerging_discovery_censored,channels_covered,channel_coverage,coverage_time_slots,mean_decision_latency_ms,mean_detection_delay_s,time_to_first_detection_s,emerging_discovery_delay_s,noise_tier
normal_noise_low,0,0,sequential,12,800,0.1,800,73,61,12,62,0,63,36,27,27,0,0,0.5714285714285714,0.42857142857142855,0.0775,0.07625,0.0,5.277777777777778,5.0,20,2,,False,12,1.0,11,0.0002499999027349986,0.5277777777777778,0.2,,low
normal_noise_low,0,0,random,12,800,0.1,800,60,49,11,50,246,63,27,36,36,0,0,0.42857142857142855,0.5714285714285714,0.0625,0.06125,0.3075,6.074074074074074,5.0,17,8,,False,12,1.0,38,0.0019402502948651088,0.6074074074074075,0.8,,low
normal_noise_low,0,0,heuristic,12,800,0.1,800,370,360,10,371,247,63,23,40,40,0,0,0.36507936507936506,0.6349206349206349,0.46375,0.45,0.30875,0.782608695652174,0.0,9,3,,False,12,1.0,14,0.004981999627489131,0.0782608695652174,0.30000000000000004,,low
normal_noise_low,0,0,adaptive,12,800,0.1,800,361,351,10,362,94,63,34,29,28,1,1,0.5396825396825397,0.4603174603174603,0.4525,0.43875,0.1175,3.411764705882353,2.5,11,2,,False,12,1.0,11,1.114751874411013,0.3411764705882353,0.2,,low
normal_noise_low,1,1,sequential,12,800,0.1,800,83,63,20,63,0,63,37,26,26,0,0,0.5873015873015873,0.4126984126984127,0.07875,0.07875,0.0,4.216216216216216,5.0,9,2,,False,12,1.0,11,0.00025837452994892374,0.4216216216216216,0.2,,low
normal_noise_low,1,1,random,12,800,0.1,800,77,58,19,61,254,63,30,33,31,2,1,0.47619047619047616,0.5238095238095238,0.07625,0.0725,0.3175,5.166666666666667,3.0,24,8,,False,12,1.0,48,0.0019582487584557384,0.5166666666666667,0.8,,low
normal_noise_low,1,1,heuristic,12,800,0.1,800,305,295,10,303,317,63,21,42,42,0,0,0.3333333333333333,0.6666666666666666,0.37875,0.36875,0.39625,3.4285714285714284,0.0,46,2,,False,12,1.0,11,0.005082249372208025,0.34285714285714286,0.2,,low
normal_noise_low,1,1,adaptive,12,800,0.1,800,320,309,11,318,118,63,32,31,31,0,0,0.5079365079365079,0.49206349206349204,0.3975,0.38625,0.1475,3.40625,2.0,11,2,,False,12,1.0,11,1.094421375200909,0.340625,0.2,,low
normal_noise_low,2,2,sequential,12,800,0.1,800,72,57,15,58,0,62,37,25,24,1,0,0.5967741935483871,0.4032258064516129,0.0725,0.07125,0.0,4.837837837837838,4.0,11,5,,False,12,1.0,11,0.0002453748311381787,0.4837837837837838,0.5,,low
normal_noise_low,2,2,random,12,800,0.1,800,71,54,17,54,252,62,26,36,36,0,0,0.41935483870967744,0.5806451612903226,0.0675,0.0675,0.315,3.730769230769231,2.0,15,6,,False,12,1.0,16,0.001789500420272816,0.3730769230769231,0.6000000000000001,,low
normal_noise_low,2,2,heuristic,12,800,0.1,800,222,211,11,217,377,62,29,33,33,0,0,0.46774193548387094,0.532258064516129,0.27125,0.26375,0.47125,1.896551724137931,0.0,41,5,,False,12,1.0,11,0.004946875014866237,0.18965517241379312,0.5,,low
normal_noise_low,2,2,adaptive,12,800,0.1,800,318,310,8,317,116,62,26,36,36,0,0,0.41935483870967744,0.5806451612903226,0.39625,0.3875,0.145,3.6923076923076925,2.0,18,5,,False,12,1.0,11,1.0917889995471342,0.36923076923076925,0.5,,low
normal_noise_low,3,3,sequential,12,800,0.1,800,76,54,22,54,0,62,38,24,24,0,0,0.6129032258064516,0.3870967741935484,0.0675,0.0675,0.0,5.026315789473684,5.0,11,2,,False,12,1.0,11,0.00032899988582357764,0.5026315789473684,0.2,,low
normal_noise_low,3,3,random,12,800,0.1,800,69,47,22,48,246,62,24,38,38,0,0,0.3870967741935484,0.6129032258064516,0.06,0.05875,0.3075,4.125,4.0,14,2,,False,12,1.0,31,0.0018571252076071687,0.41250000000000003,0.2,,low
normal_noise_low,3,3,heuristic,12,800,0.1,800,297,281,16,287,296,62,25,37,37,0,0,0.4032258064516129,0.5967741935483871,0.35875,0.35125,0.37,1.56,0.0,12,0,,False,12,1.0,12,0.004914500386803411,0.15600000000000003,0.0,,low
normal_noise_low,3,3,adaptive,12,800,0.1,800,280,263,17,273,104,62,32,30,30,0,0,0.5161290322580645,0.4838709677419355,0.34125,0.32875,0.13,3.03125,2.0,14,2,,False,12,1.0,11,1.136494625316118,0.30312500000000003,0.2,,low
normal_noise_low,4,4,sequential,12,800,0.1,800,79,60,19,63,0,62,36,26,25,1,0,0.5806451612903226,0.41935483870967744,0.07875,0.075,0.0,4.972222222222222,5.0,17,5,,False,12,1.0,11,0.00026950063329422846,0.49722222222222223,0.5,,low
normal_noise_low,4,4,random,12,800,0.1,800,63,48,15,49,249,62,27,35,34,1,1,0.43548387096774194,0.5645161290322581,0.06125,0.06,0.31125,7.111111111111111,5.0,29,8,,False,12,1.0,26,0.0018792494665831327,0.7111111111111111,0.8,,low
normal_noise_low,4,4,heuristic,12,800,0.1,800,267,259,8,264,355,62,19,43,42,1,0,0.3064516129032258,0.6935483870967742,0.33,0.32375,0.44375,4.7368421052631575,0.0,85,3,,False,12,1.0,11,0.00503237472003093,0.47368421052631576,0.30000000000000004,,low
normal_noise_low,4,4,adaptive,12,800,0.1,800,308,300,8,308,119,62,28,34,32,2,0,0.45161290322580644,0.5483870967741935,0.385,0.375,0.14875,4.821428571428571,3.0,22,5,,False,12,1.0,11,1.1375225002484513,0.48214285714285715,0.5,,low
normal_noise_low,5,5,sequential,12,800,0.1,800,68,52,16,52,0,57,31,26,26,0,1,0.543859649122807,0.45614035087719296,0.065,0.065,0.0,4.290322580645161,4.0,11,5,,False,12,1.0,11,0.00024412547645624727,0.4290322580645161,0.5,,low
normal_noise_low,5,5,random,12,800,0.1,800,55,40,15,41,240,57,19,38,37,1,0,0.3333333333333333,0.6666666666666666,0.05125,0.05,0.3,5.947368421052632,4.0,24,4,,False,12,1.0,29,0.0019048752801609226,0.5947368421052632,0.4,,low
normal_noise_low,5,5,heuristic,12,800,0.1,800,222,210,12,212,384,57,22,35,34,1,1,0.38596491228070173,0.6140350877192983,0.265,0.2625,0.48,5.136363636363637,0.0,75,8,,False,12,1.0,14,0.004918250306218397,0.5136363636363637,0.8,,low
normal_noise_low,5,5,adaptive,12,800,0.1,800,307,298,9,303,95,57,31,26,26,0,0,0.543859649122807,0.45614035087719296,0.37875,0.3725,0.11875,3.6774193548387095,3.0,13,5,,False,12,1.0,11,1.085698999959277,0.36774193548387096,0.5,,low
normal_noise_low,6,6,sequential,12,800,0.1,800,76,66,10,68,0,69,36,33,32,1,0,0.5217391304347826,0.4782608695652174,0.085,0.0825,0.0,4.527777777777778,5.0,11,2,,False,12,1.0,11,0.00024324985133716834,0.4527777777777778,0.2,,low
normal_noise_low,6,6,random,12,800,0.1,800,80,61,19,62,250,69,29,40,40,0,1,0.42028985507246375,0.5797101449275363,0.0775,0.07625,0.3125,4.758620689655173,1.0,36,0,,False,12,1.0,22,0.0018072495731757954,0.4758620689655173,0.0,,low
normal_noise_low,6,6,heuristic,12,800,0.1,800,404,393,11,403,223,69,22,47,47,0,0,0.3188405797101449,0.6811594202898551,0.50375,0.49125,0.27875,1.3181818181818181,0.0,15,2,,False,12,1.0,12,0.004865874543611426,0.1318181818181818,0.2,,low
normal_noise_low,6,6,adaptive,12,800,0.1,800,374,361,13,372,86,69,33,36,36,0,0,0.4782608695652174,0.5217391304347826,0.465,0.45125,0.1075,2.3636363636363638,2.0,13,2,,False,12,1.0,11,1.09968637523707,0.2363636363636364,0.2,,low
normal_noise_low,7,7,sequential,12,800,0.1,800,77,62,15,64,0,58,36,22,22,0,0,0.6206896551724138,0.3793103448275862,0.08,0.0775,0.0,4.166666666666667,4.0,16,2,,False,12,1.0,11,0.0002465003854013048,0.41666666666666674,0.2,,low
normal_noise_low,7,7,random,12,800,0.1,800,76,58,18,60,251,58,26,32,32,0,0,0.4482758620689655,0.5517241379310345,0.075,0.0725,0.31375,5.538461538461538,4.0,24,7,,False,12,1.0,22,0.0018588750390335917,0.5538461538461539,0.7000000000000001,,low
normal_noise_low,7,7,heuristic,12,800,0.1,800,227,213,14,229,373,58,26,32,32,0,0,0.4482758620689655,0.5517241379310345,0.28625,0.26625,0.46625,4.6923076923076925,0.0,42,2,,False,12,1.0,12,0.0049608750123297796,0.4692307692307693,0.2,,low
normal_noise_low,7,7,adaptive,12,800,0.1,800,338,330,8,346,91,58,28,30,30,0,0,0.4827586206896552,0.5172413793103449,0.4325,0.4125,0.11375,2.0357142857142856,1.0,11,2,,False,12,1.0,11,1.152110500006529,0.20357142857142857,0.2,,low
normal_noise_low,8,8,sequential,12,800,0.1,800,87,61,26,62,0,65,38,27,27,0,0,0.5846153846153846,0.4153846153846154,0.0775,0.07625,0.0,5.2105263157894735,5.0,14,2,,False,12,1.0,11,0.00025724955776240677,0.5210526315789473,0.2,,low
normal_noise_low,8,8,random,12,800,0.1,800,71,52,19,53,258,65,29,36,36,0,0,0.4461538461538462,0.5538461538461539,0.06625,0.065,0.3225,7.517241379310345,5.0,28,2,,False,12,1.0,17,0.002000874519580975,0.7517241379310345,0.2,,low
normal_noise_low,8,8,heuristic,12,800,0.1,800,375,365,10,376,227,65,28,37,37,0,0,0.4307692307692308,0.5692307692307692,0.47,0.45625,0.28375,1.75,0.0,16,2,,False,12,1.0,11,0.0051108748448314145,0.17500000000000002,0.2,,low
normal_noise_low,8,8,adaptive,12,800,0.1,800,360,354,6,363,96,65,34,31,31,0,0,0.5230769230769231,0.47692307692307695,0.45375,0.4425,0.12,2.2941176470588234,2.0,10,2,,False,12,1.0,11,1.1110019997067866,0.22941176470588234,0.2,,low
normal_noise_low,9,9,sequential,12,800,0.1,800,75,57,18,58,0,62,33,29,28,1,1,0.532258064516129,0.46774193548387094,0.0725,0.07125,0.0,4.212121212121212,5.0,11,17,,False,12,1.0,11,0.00023549979232484475,0.4212121212121212,1.7000000000000002,,low
normal_noise_low,9,9,random,12,800,0.1,800,79,59,20,63,260,62,27,35,34,1,1,0.43548387096774194,0.5645161290322581,0.07875,0.07375,0.325,5.296296296296297,5.0,21,0,,False,12,1.0,46,0.0018523749895393848,0.5296296296296297,0.0,,low
normal_noise_low,9,9,heuristic,12,800,0.1,800,357,341,16,350,272,62,16,46,45,1,0,0.25806451612903225,0.7419354838709677,0.4375,0.42625,0.34,0.4375,0.0,6,10,,False,12,1.0,13,0.004901249485556036,0.043750000000000004,1.0,,low
normal_noise_low,9,9,adaptive,12,800,0.1,800,337,329,8,339,102,62,30,32,31,1,0,0.4838709677419355,0.5161290322580645,0.42375,0.41125,0.1275,3.066666666666667,1.0,17,12,,False,12,1.0,11,1.1195095007133204,0.3066666666666667,1.2000000000000002,,low
normal_noise_low,10,10,sequential,12,800,0.1,800,71,54,17,58,0,51,29,22,21,1,0,0.5686274509803921,0.43137254901960786,0.0725,0.0675,0.0,3.689655172413793,4.0,17,2,,False,12,1.0,11,0.00026800029445439577,0.3689655172413793,0.2,,low
normal_noise_low,10,10,random,12,800,0.1,800,73,55,18,57,237,51,26,25,23,2,0,0.5098039215686274,0.49019607843137253,0.07125,0.06875,0.29625,4.0,2.0,19,3,,False,12,1.0,44,0.00187587458640337,0.4,0.30000000000000004,,low
normal_noise_low,10,10,heuristic,12,800,0.1,800,299,286,13,295,320,51,17,34,34,0,0,0.3333333333333333,0.6666666666666666,0.36875,0.3575,0.4,1.2352941176470589,0.0,8,2,,False,12,1.0,11,0.005016624418203719,0.12352941176470589,0.2,,low
normal_noise_low,10,10,adaptive,12,800,0.1,800,340,323,17,329,102,51,26,25,25,0,0,0.5098039215686274,0.49019607843137253,0.41125,0.40375,0.1275,2.6538461538461537,1.5,11,2,,False,12,1.0,11,1.148351625270152,0.2653846153846154,0.2,,low
normal_noise_low,11,11,sequential,12,800,0.1,800,75,56,19,56,0,64,36,28,28,0,0,0.5625,0.4375,0.07,0.07,0.0,3.5833333333333335,4.0,9,2,,False,12,1.0,11,0.0002558754204073921,0.3583333333333334,0.2,,low
normal_noise_low,11,11,random,12,800,0.1,800,60,48,12,48,256,64,27,37,37,0,0,0.421875,0.578125,0.06,0.06,0.32,4.555555555555555,2.0,20,3,,False,12,1.0,32,0.0019468749815132471,0.45555555555555555,0.30000000000000004,,low
normal_noise_low,11,11,heuristic,12,800,0.1,800,205,194,11,200,387,64,30,34,34,0,0,0.46875,0.53125,0.25,0.2425,0.48375,1.3333333333333333,0.0,21,2,,False,12,1.0,12,0.005452375917229801,0.13333333333333333,0.2,,low
normal_noise_low,11,11,adaptive,12,800,0.1,800,286,275,11,282,95,64,35,29,29,0,0,0.546875,0.453125,0.3525,0.34375,0.11875,3.257142857142857,3.0,16,2,,False,12,1.0,11,1.163437250215793,0.32571428571428573,0.2,,low
normal_noise_low,12,12,sequential,12,800,0.1,800,74,58,16,63,0,57,35,22,20,2,0,0.6140350877192983,0.38596491228070173,0.07875,0.0725,0.0,4.085714285714285,4.0,11,5,,False,12,1.0,11,0.0002580000727903098,0.4085714285714286,0.5,,low
normal_noise_low,12,12,random,12,800,0.1,800,71,53,18,54,239,57,26,31,31,0,0,0.45614035087719296,0.543859649122807,0.0675,0.06625,0.29875,3.923076923076923,3.5,21,10,,False,12,1.0,20,0.0019398749282117933,0.3923076923076923,1.0,,low
normal_noise_low,12,12,heuristic,12,800,0.1,800,305,293,12,300,287,57,19,38,38,0,0,0.3333333333333333,0.6666666666666666,0.375,0.36625,0.35875,4.2105263157894735,0.0,62,5,,False,12,1.0,12,0.005110000493004918,0.42105263157894735,0.5,,low
normal_noise_low,12,12,adaptive,12,800,0.1,800,332,323,9,340,90,57,29,28,28,0,0,0.5087719298245614,0.49122807017543857,0.425,0.40375,0.1125,3.310344827586207,2.0,21,5,,False,12,1.0,11,1.165579250009614,0.3310344827586207,0.5,,low
normal_noise_low,13,13,sequential,12,800,0.1,800,74,60,14,62,0,61,36,25,24,1,0,0.5901639344262295,0.4098360655737705,0.0775,0.075,0.0,5.0,5.0,11,5,,False,12,1.0,11,0.0002636255157995038,0.5,0.5,,low
normal_noise_low,13,13,random,12,800,0.1,800,61,42,19,44,249,61,22,39,38,1,0,0.36065573770491804,0.639344262295082,0.055,0.0525,0.31125,4.0,1.5,20,23,,False,12,1.0,33,0.0019392498870729467,0.4,2.3000000000000003,,low
normal_noise_low,13,13,heuristic,12,800,0.1,800,213,199,14,209,379,61,21,40,40,0,0,0.3442622950819672,0.6557377049180327,0.26125,0.24875,0.47375,4.523809523809524,0.0,69,7,,False,12,1.0,12,0.0051721248382818885,0.4523809523809524,0.7000000000000001,,low
normal_noise_low,13,13,adaptive,12,800,0.1,800,339,335,4,346,111,61,27,34,34,0,0,0.4426229508196721,0.5573770491803278,0.4325,0.41875,0.13875,3.6666666666666665,3.0,16,5,,False,12,1.0,11,1.1622704996989341,0.3666666666666667,0.5,,low
normal_noise_low,14,14,sequential,12,800,0.1,800,74,68,6,69,0,57,34,23,22,1,0,0.5964912280701754,0.40350877192982454,0.08625,0.085,0.0,3.735294117647059,4.0,10,2,,False,12,1.0,11,0.0002712494460865855,0.3735294117647059,0.2,,low
normal_noise_low,14,14,random,12,800,0.1,800,84,69,15,69,243,57,30,27,27,0,0,0.5263157894736842,0.47368421052631576,0.08625,0.08625,0.30375,4.133333333333334,3.5,17,17,,False,12,1.0,39,0.0019623753541964106,0.4133333333333334,1.7000000000000002,,low
normal_noise_low,14,14,heuristic,12,800,0.1,800,439,428,11,445,169,57,22,35,35,0,0,0.38596491228070173,0.6140350877192983,0.55625,0.535,0.21125,1.2727272727272727,0.0,7,2,,False,12,1.0,12,0.004767250175063964,0.1272727272727273,0.2,,low
normal_noise_low,14,14,adaptive,12,800,0.1,800,386,375,11,386,85,57,30,27,27,0,0,0.5263157894736842,0.47368421052631576,0.4825,0.46875,0.10625,3.0,2.0,17,2,,False,12,1.0,11,1.122467124441755,0.30000000000000004,0.2,,low
normal_noise_low,15,15,sequential,12,800,0.1,800,77,60,17,62,0,57,34,23,21,2,0,0.5964912280701754,0.40350877192982454,0.0775,0.075,0.0,3.8823529411764706,3.0,11,2,,False,12,1.0,11,0.00023537479137303308,0.38823529411764707,0.2,,low
normal_noise_low,15,15,random,12,800,0.1,800,64,51,13,53,242,57,23,34,33,1,0,0.40350877192982454,0.5964912280701754,0.06625,0.06375,0.3025,5.130434782608695,3.0,18,6,,False,12,1.0,38,0.001794624658941757,0.5130434782608696,0.6000000000000001,,low
normal_noise_low,15,15,heuristic,12,800,0.1,800,329,321,8,333,281,57,20,37,37,0,0,0.3508771929824561,0.6491228070175439,0.41625,0.40125,0.35125,0.45,0.0,6,2,,False,12,1.0,11,0.004771499880007468,0.045000000000000005,0.2,,low
normal_noise_low,15,15,adaptive,12,800,0.1,800,323,312,11,323,96,57,29,28,28,0,0,0.5087719298245614,0.49122807017543857,0.40375,0.39,0.12,2.9310344827586206,1.0,21,2,,False,12,1.0,11,1.1200664999705623,0.29310344827586204,0.2,,low
normal_noise_low,16,16,sequential,12,800,0.1,800,75,59,16,60,0,59,35,24,24,0,0,0.5932203389830508,0.4067796610169492,0.075,0.07375,0.0,4.285714285714286,4.0,13,2,,False,12,1.0,11,0.0002388750363024883,0.4285714285714286,0.2,,low
normal_noise_low,16,16,random,12,800,0.1,800,66,50,16,50,247,59,26,33,33,0,0,0.4406779661016949,0.559322033898305,0.0625,0.0625,0.30875,6.884615384615385,3.0,46,3,,False,12,1.0,29,0.0018204993102699518,0.6884615384615386,0.30000000000000004,,low
normal_noise_low,16,16,heuristic,12,800,0.1,800,217,204,13,211,391,59,25,34,34,0,0,0.423728813559322,0.576271186440678,0.26375,0.255,0.48875,4.16,0.0,53,3,,False,12,1.0,12,0.004902499204035848,0.41600000000000004,0.30000000000000004,,low
normal_noise_low,16,16,adaptive,12,800,0.1,800,326,314,12,325,98,59,33,26,26,0,0,0.559322033898305,0.4406779661016949,0.40625,0.3925,0.1225,2.606060606060606,2.0,11,2,,False,12,1.0,11,1.1243566256234772,0.2606060606060606,0.2,,low
normal_noise_low,17,17,sequential,12,800,0.1,800,85,69,16,74,0,71,44,27,26,1,0,0.6197183098591549,0.38028169014084506,0.0925,0.08625,0.0,4.909090909090909,4.0,23,5,,False,12,1.0,11,0.0002561249493737705,0.49090909090909096,0.5,,low
normal_noise_low,17,17,random,12,800,0.1,800,71,61,10,64,258,71,29,42,42,0,0,0.4084507042253521,0.5915492957746479,0.08,0.07625,0.3225,6.068965517241379,5.0,21,4,,False,12,1.0,27,0.0018682510199141689,0.6068965517241379,0.4,,low
normal_noise_low,17,17,heuristic,12,800,0.1,800,391,384,7,391,229,71,24,47,47,0,0,0.3380281690140845,0.6619718309859155,0.48875,0.48,0.28625,2.0833333333333335,0.0,36,5,,False,12,1.0,13,0.00497687520692125,0.20833333333333337,0.5,,low
normal_noise_low,17,17,adaptive,12,800,0.1,800,375,363,12,370,79,71,38,33,33,0,0,0.5352112676056338,0.4647887323943662,0.4625,0.45375,0.09875,2.6052631578947367,2.0,12,5,,False,12,1.0,11,1.1302586248712032,0.26052631578947366,0.5,,low
normal_noise_low,18,18,sequential,12,800,0.1,800,78,59,19,59,0,58,35,23,23,0,0,0.603448275862069,0.39655172413793105,0.07375,0.07375,0.0,4.514285714285714,5.0,10,2,,False,12,1.0,11,0.0002548746488173492,0.45142857142857146,0.2,,low
normal_noise_low,18,18,random,12,800,0.1,800,57,41,16,41,258,58,22,36,36,0,0,0.3793103448275862,0.6206896551724138,0.05125,0.05125,0.3225,6.0,5.0,20,2,,False,12,1.0,19,0.0019019999672309496,0.6000000000000001,0.2,,low
normal_noise_low,18,18,heuristic,12,800,0.1,800,318,310,8,321,306,58,17,41,41,0,0,0.29310344827586204,0.7068965517241379,0.40125,0.3875,0.3825,1.2352941176470589,0.0,6,2,,False,12,1.0,11,0.005036250586272217,0.12352941176470589,0.2,,low
normal_noise_low,18,18,adaptive,12,800,0.1,800,329,317,12,326,103,58,33,25,25,0,0,0.5689655172413793,0.43103448275862066,0.4075,0.39625,0.12875,2.5454545454545454,2.0,15,2,,False,12,1.0,11,1.1198077504741377,0.2545454545454546,0.2,,low
normal_noise_low,19,19,sequential,12,800,0.1,800,79,66,13,69,0,58,33,25,25,0,0,0.5689655172413793,0.43103448275862066,0.08625,0.0825,0.0,4.424242424242424,4.0,11,5,,False,12,1.0,11,0.0002612496609799564,0.4424242424242424,0.5,,low
normal_noise_low,19,19,random,12,800,0.1,800,87,59,28,61,242,58,24,34,34,0,0,0.41379310344827586,0.5862068965517241,0.07625,0.07375,0.3025,7.125,6.0,20,1,,False,12,1.0,43,0.0019233748025726527,0.7125,0.1,,low
normal_noise_low,19,19,heuristic,12,800,0.1,800,390,377,13,393,240,58,15,43,43,0,0,0.25862068965517243,0.7413793103448276,0.49125,0.47125,0.3,2.2666666666666666,0.0,22,3,,False,12,1.0,11,0.004863000140176155,0.22666666666666668,0.30000000000000004,,low
normal_noise_low,19,19,adaptive,12,800,0.1,800,362,358,4,374,78,58,28,30,30,0,0,0.4827586206896552,0.5172413793103449,0.4675,0.4475,0.0975,4.5,2.5,15,5,,False,12,1.0,11,1.0964766245524515,0.45,0.5,,low
normal_noise_elevated,0,0,sequential,12,800,0.1,800,104,58,46,62,0,63,36,27,27,0,0,0.5714285714285714,0.42857142857142855,0.0775,0.0725,0.0,5.277777777777778,5.0,20,2,,False,12,1.0,11,0.0002616248093545437,0.5277777777777778,0.2,,elevated
normal_noise_elevated,0,0,random,12,800,0.1,800,89,45,44,50,226,63,25,38,36,2,0,0.3968253968253968,0.6031746031746031,0.0625,0.05625,0.2825,6.28,5.0,17,8,,False,12,1.0,38,0.0018699996144277975,0.6280000000000001,0.8,,elevated
normal_noise_elevated,0,0,heuristic,12,800,0.1,800,371,336,35,367,161,63,23,40,40,0,0,0.36507936507936506,0.6349206349206349,0.45875,0.42,0.20125,0.9130434782608695,0.0,9,3,,False,12,1.0,14,0.004886624701612163,0.09130434782608696,0.30000000000000004,,elevated
normal_noise_elevated,0,0,adaptive,12,800,0.1,800,346,318,28,348,89,63,30,33,33,0,1,0.47619047619047616,0.5238095238095238,0.435,0.3975,0.11125,3.2333333333333334,3.0,13,2,,False,12,1.0,11,1.142636375298025,0.32333333333333336,0.2,,elevated
normal_noise_elevated,1,1,sequential,12,800,0.1,800,124,60,64,63,0,63,36,27,26,1,0,0.5714285714285714,0.42857142857142855,0.07875,0.075,0.0,4.333333333333333,5.0,9,2,,False,12,1.0,11,0.00032999985705828294,0.43333333333333335,0.2,,elevated
normal_noise_elevated,1,1,random,12,800,0.1,800,105,49,56,61,232,63,27,36,31,5,1,0.42857142857142855,0.5714285714285714,0.07625,0.06125,0.29,5.925925925925926,3.0,28,8,,False,12,1.0,48,0.0019797496861428954,0.5925925925925926,0.8,,elevated
normal_noise_elevated,1,1,heuristic,12,800,0.1,800,241,201,40,214,313,63,22,41,41,0,1,0.3492063492063492,0.6507936507936508,0.2675,0.25125,0.39125,4.954545454545454,0.0,54,2,,False,12,1.0,11,0.005101999486214481,0.4954545454545454,0.2,,elevated
