scenario,world_seed,agent_seed,strategy,n_channels,n_slots,slot_duration_s,total_scans,total_detections,true_positive_scans,false_positive_scans,on_target_scans,redundant_scans,n_activity_intervals,n_detected_intervals,n_missed_intervals,n_missed_never_scanned,n_missed_detector,n_censored_intervals,detection_rate,missed_detection_rate,on_target_scan_rate,scan_efficiency,redundant_scan_rate,mean_detection_delay_slots,median_detection_delay_slots,max_detection_delay_slots,time_to_first_detection_slots,emerging_discovery_delay_slots,emerging_discovery_censored,channels_covered,channel_coverage,coverage_time_slots,mean_decision_latency_ms,mean_detection_delay_s,time_to_first_detection_s,emerging_discovery_delay_s,variant
normal,0,0,adaptive,12,800,0.1,800,318,308,10,315,151,63,29,34,34,0,0,0.4603174603174603,0.5396825396825397,0.39375,0.385,0.18875,3.8275862068965516,2.0,24,2,,False,12,1.0,11,2.284190250647953,0.38275862068965516,0.2,,A_prediction_only
normal,0,0,adaptive,12,800,0.1,800,317,306,11,313,143,63,31,32,32,0,1,0.49206349206349204,0.5079365079365079,0.39125,0.3825,0.17875,3.3225806451612905,2.0,25,2,,False,12,1.0,11,2.2985723750753095,0.33225806451612905,0.2,,B_prediction_exploration
normal,0,0,adaptive,12,800,0.1,800,349,339,10,347,103,63,34,29,29,0,1,0.5396825396825397,0.4603174603174603,0.43375,0.42375,0.12875,4.0,2.0,21,2,,False,12,1.0,11,2.3163038754137233,0.4,0.2,,C_prediction_exploration_freshness
normal,0,0,adaptive,12,800,0.1,800,360,347,13,357,95,63,33,30,30,0,1,0.5238095238095238,0.47619047619047616,0.44625,0.43375,0.11875,3.515151515151515,2.0,21,2,,False,12,1.0,11,2.285492875489581,0.35151515151515156,0.2,,D_prediction_exploration_freshness_trend
normal,0,0,adaptive,12,800,0.1,800,361,351,10,362,94,63,34,29,28,1,1,0.5396825396825397,0.4603174603174603,0.4525,0.43875,0.1175,3.411764705882353,2.5,11,2,,False,12,1.0,11,2.2687684999618796,0.3411764705882353,0.2,,E_full_policy
normal,0,0,adaptive,12,800,0.1,800,355,343,12,352,102,63,30,33,33,0,1,0.47619047619047616,0.5238095238095238,0.44,0.42875,0.1275,3.5,3.5,13,2,,False,12,1.0,11,2.2921453747403575,0.35000000000000003,0.2,,F_full_policy_no_online_feedback
normal,1,1,adaptive,12,800,0.1,800,276,267,9,276,188,63,27,36,36,0,1,0.42857142857142855,0.5714285714285714,0.345,0.33375,0.235,3.888888888888889,2.0,29,2,,False,12,1.0,11,2.255286499748763,0.3888888888888889,0.2,,A_prediction_only
normal,1,1,adaptive,12,800,0.1,800,296,285,11,293,160,63,29,34,34,0,1,0.4603174603174603,0.5396825396825397,0.36625,0.35625,0.2,4.275862068965517,1.0,26,2,,False,12,1.0,11,2.3458217499864986,0.4275862068965517,0.2,,B_prediction_exploration
normal,1,1,adaptive,12,800,0.1,800,316,306,10,314,128,63,28,35,35,0,1,0.4444444444444444,0.5555555555555556,0.3925,0.3825,0.16,3.4285714285714284,2.0,18,2,,False,12,1.0,11,2.3112309995121905,0.34285714285714286,0.2,,C_prediction_exploration_freshness
normal,1,1,adaptive,12,800,0.1,800,322,315,7,325,136,63,32,31,31,0,0,0.5079365079365079,0.49206349206349204,0.40625,0.39375,0.17,3.21875,2.0,23,2,,False,12,1.0,11,2.348305124833132,0.321875,0.2,,D_prediction_exploration_freshness_trend
normal,1,1,adaptive,12,800,0.1,800,320,309,11,318,118,63,32,31,31,0,0,0.5079365079365079,0.49206349206349204,0.3975,0.38625,0.1475,3.40625,2.0,11,2,,False,12,1.0,11,2.315829500257678,0.340625,0.2,,E_full_policy
normal,1,1,adaptive,12,800,0.1,800,323,311,12,317,127,63,33,30,30,0,1,0.5238095238095238,0.47619047619047616,0.39625,0.38875,0.15875,3.9393939393939394,2.0,21,2,,False,12,1.0,11,2.3968952502764296,0.393939393939394,0.2,,F_full_policy_no_online_feedback
normal,2,2,adaptive,12,800,0.1,800,250,237,13,241,212,62,20,42,41,1,0,0.3225806451612903,0.6774193548387096,0.30125,0.29625,0.265,4.05,1.0,30,5,,False,12,1.0,11,2.3099271244063857,0.405,0.5,,A_prediction_only
normal,2,2,adaptive,12,800,0.1,800,271,261,10,267,164,62,20,42,41,1,0,0.3225806451612903,0.6774193548387096,0.33375,0.32625,0.205,4.75,3.5,25,5,,False,12,1.0,11,2.3325593746631057,0.47500000000000003,0.5,,B_prediction_exploration
normal,2,2,adaptive,12,800,0.1,800,314,302,12,305,129,62,27,35,35,0,0,0.43548387096774194,0.5645161290322581,0.38125,0.3775,0.16125,4.2592592592592595,2.0,19,5,,False,12,1.0,11,2.329349624851602,0.425925925925926,0.5,,C_prediction_exploration_freshness
normal,2,2,adaptive,12,800,0.1,800,316,304,12,309,129,62,27,35,35,0,0,0.43548387096774194,0.5645161290322581,0.38625,0.38,0.16125,3.2962962962962963,1.0,26,5,,False,12,1.0,11,2.2741572503218777,0.32962962962962966,0.5,,D_prediction_exploration_freshness_trend
normal,2,2,adaptive,12,800,0.1,800,318,310,8,317,116,62,26,36,36,0,0,0.41935483870967744,0.5806451612903226,0.39625,0.3875,0.145,3.6923076923076925,2.0,18,5,,False,12,1.0,11,2.2667583748625475,0.36923076923076925,0.5,,E_full_policy
normal,2,2,adaptive,12,800,0.1,800,306,296,10,301,127,62,27,35,35,0,0,0.43548387096774194,0.5645161290322581,0.37625,0.37,0.15875,4.148148148148148,1.0,25,5,,False,12,1.0,11,2.2486562493941165,0.4148148148148148,0.5,,F_full_policy_no_online_feedback
normal,3,3,adaptive,12,800,0.1,800,243,231,12,239,208,62,26,36,36,0,0,0.41935483870967744,0.5806451612903226,0.29875,0.28875,0.26,2.6538461538461537,0.0,29,2,,False,12,1.0,11,2.295034750677587,0.2653846153846154,0.2,,A_prediction_only
normal,3,3,adaptive,12,800,0.1,800,252,235,17,242,173,62,28,34,34,0,0,0.45161290322580644,0.5483870967741935,0.3025,0.29375,0.21625,3.1785714285714284,1.0,30,2,,False,12,1.0,11,2.2718363746025716,0.31785714285714284,0.2,,B_prediction_exploration
normal,3,3,adaptive,12,800,0.1,800,256,239,17,247,97,62,29,33,33,0,0,0.46774193548387094,0.532258064516129,0.30875,0.29875,0.12125,3.896551724137931,2.0,19,2,,False,12,1.0,11,2.2480307494697627,0.3896551724137931,0.2,,C_prediction_exploration_freshness
normal,3,3,adaptive,12,800,0.1,800,238,223,15,233,100,62,27,35,35,0,0,0.43548387096774194,0.5645161290322581,0.29125,0.27875,0.125,3.888888888888889,1.0,29,2,,False,12,1.0,11,2.3807983746519312,0.3888888888888889,0.2,,D_prediction_exploration_freshness_trend
normal,3,3,adaptive,12,800,0.1,800,280,263,17,273,104,62,32,30,30,0,0,0.5161290322580645,0.4838709677419355,0.34125,0.32875,0.13,3.03125,2.0,14,2,,False,12,1.0,11,2.3561983754916582,0.30312500000000003,0.2,,E_full_policy
normal,3,3,adaptive,12,800,0.1,800,273,251,22,260,105,62,31,31,31,0,0,0.5,0.5,0.325,0.31375,0.13125,3.032258064516129,1.0,18,2,,False,12,1.0,11,2.369172374746995,0.3032258064516129,0.2,,F_full_policy_no_online_feedback
normal,4,4,adaptive,12,800,0.1,800,248,235,13,240,208,62,25,37,36,1,0,0.4032258064516129,0.5967741935483871,0.3,0.29375,0.26,5.48,3.0,26,5,,False,12,1.0,11,2.3443998748916783,0.548,0.5,,A_prediction_only
normal,4,4,adaptive,12,800,0.1,800,282,272,10,277,151,62,24,38,37,1,0,0.3870967741935484,0.6129032258064516,0.34625,0.34,0.18875,3.625,1.0,25,5,,False,12,1.0,11,2.31072575043072,0.36250000000000004,0.5,,B_prediction_exploration
normal,4,4,adaptive,12,800,0.1,800,306,299,7,307,129,62,24,38,37,1,0,0.3870967741935484,0.6129032258064516,0.38375,0.37375,0.16125,4.458333333333333,2.5,17,5,,False,12,1.0,11,2.2736262504622573,0.4458333333333333,0.5,,C_prediction_exploration_freshness
normal,4,4,adaptive,12,800,0.1,800,307,297,10,305,126,62,24,38,37,1,0,0.3870967741935484,0.6129032258064516,0.38125,0.37125,0.1575,2.9166666666666665,2.0,14,5,,False,12,1.0,11,2.311296499647142,0.2916666666666667,0.5,,D_prediction_exploration_freshness_trend
normal,4,4,adaptive,12,800,0.1,800,308,300,8,308,119,62,28,34,32,2,0,0.45161290322580644,0.5483870967741935,0.385,0.375,0.14875,4.821428571428571,3.0,22,5,,False,12,1.0,11,2.336042500610347,0.48214285714285715,0.5,,E_full_policy
normal,4,4,adaptive,12,800,0.1,800,320,314,6,320,118,62,27,35,34,1,0,0.43548387096774194,0.5645161290322581,0.4,0.3925,0.1475,2.7777777777777777,2.0,22,5,,False,12,1.0,11,2.3302795010022237,0.2777777777777778,0.5,,F_full_policy_no_online_feedback
normal,5,5,adaptive,12,800,0.1,800,252,237,15,240,215,57,22,35,35,0,1,0.38596491228070173,0.6140350877192983,0.3,0.29625,0.26875,3.727272727272727,1.5,15,5,,False,12,1.0,11,2.301249749471026,0.37272727272727274,0.5,,A_prediction_only
normal,5,5,adaptive,12,800,0.1,800,267,251,16,256,137,57,25,32,32,0,1,0.43859649122807015,0.5614035087719298,0.32,0.31375,0.17125,4.12,2.0,14,5,,False,12,1.0,11,2.280285374399682,0.41200000000000003,0.5,,B_prediction_exploration
normal,5,5,adaptive,12,800,0.1,800,315,300,15,304,103,57,25,32,32,0,1,0.43859649122807015,0.5614035087719298,0.38,0.375,0.12875,3.04,2.0,12,5,,False,12,1.0,11,2.2984166255628224,0.30400000000000005,0.5,,C_prediction_exploration_freshness
normal,5,5,adaptive,12,800,0.1,800,318,302,16,308,103,57,27,30,30,0,1,0.47368421052631576,0.5263157894736842,0.385,0.3775,0.12875,3.185185185185185,1.0,12,5,,False,12,1.0,11,3.0120931250348804,0.31851851851851853,0.5,,D_prediction_exploration_freshness_trend
normal,5,5,adaptive,12,800,0.1,800,307,298,9,303,95,57,31,26,26,0,0,0.543859649122807,0.45614035087719296,0.37875,0.3725,0.11875,3.6774193548387095,3.0,13,5,,False,12,1.0,11,2.804390750316088,0.36774193548387096,0.5,,E_full_policy
normal,5,5,adaptive,12,800,0.1,800,310,299,11,303,123,57,26,31,30,1,1,0.45614035087719296,0.543859649122807,0.37875,0.37375,0.15375,3.3076923076923075,2.5,14,5,,False,12,1.0,11,2.5996930003748275,0.33076923076923076,0.5,,F_full_policy_no_online_feedback
normal,6,6,adaptive,12,800,0.1,800,344,339,5,347,141,69,31,38,38,0,1,0.4492753623188406,0.5507246376811594,0.43375,0.42375,0.17625,3.4193548387096775,1.0,17,2,,False,12,1.0,11,2.3300934991129907,0.3419354838709678,0.2,,A_prediction_only
normal,6,6,adaptive,12,800,0.1,800,342,334,8,343,121,69,29,40,40,0,1,0.42028985507246375,0.5797101449275363,0.42875,0.4175,0.15125,3.0,1.0,18,2,,False,12,1.0,11,2.2897659996306174,0.30000000000000004,0.2,,B_prediction_exploration
normal,6,6,adaptive,12,800,0.1,800,367,356,11,362,100,69,32,37,37,0,1,0.463768115942029,0.5362318840579711,0.4525,0.445,0.125,2.75,2.0,14,2,,False,12,1.0,11,2.309740500168118,0.275,0.2,,C_prediction_exploration_freshness
normal,6,6,adaptive,12,800,0.1,800,371,362,9,369,108,69,33,36,36,0,0,0.4782608695652174,0.5217391304347826,0.46125,0.4525,0.135,2.787878787878788,1.0,15,2,,False,12,1.0,11,2.340608624908782,0.2787878787878788,0.2,,D_prediction_exploration_freshness_trend
normal,6,6,adaptive,12,800,0.1,800,374,361,13,372,86,69,33,36,36,0,0,0.4782608695652174,0.5217391304347826,0.465,0.45125,0.1075,2.3636363636363638,2.0,13,2,,False,12,1.0,11,2.3035133757366566,0.2363636363636364,0.2,,E_full_policy
normal,6,6,adaptive,12,800,0.1,800,378,362,16,369,95,69,35,34,34,0,0,0.5072463768115942,0.4927536231884058,0.46125,0.4525,0.11875,3.2,1.0,16,2,,False,12,1.0,11,2.345852499893226,0.32000000000000006,0.2,,F_full_policy_no_online_feedback
normal,7,7,adaptive,12,800,0.1,800,307,298,9,309,183,58,22,36,36,0,0,0.3793103448275862,0.6206896551724138,0.38625,0.3725,0.22875,1.6363636363636365,0.5,7,2,,False,12,1.0,11,2.3274384999240283,0.16363636363636366,0.2,,A_prediction_only
normal,7,7,adaptive,12,800,0.1,800,304,292,12,301,128,58,26,32,32,0,0,0.4482758620689655,0.5517241379310345,0.37625,0.365,0.16,2.8461538461538463,1.0,10,2,,False,12,1.0,11,2.320245625160169,0.28461538461538466,0.2,,B_prediction_exploration
normal,7,7,adaptive,12,800,0.1,800,332,322,10,338,98,58,26,32,31,1,0,0.4482758620689655,0.5517241379310345,0.4225,0.4025,0.1225,2.0,1.0,9,2,,False,12,1.0,11,2.2897879988886416,0.2,0.2,,C_prediction_exploration_freshness
normal,7,7,adaptive,12,800,0.1,800,331,321,10,338,96,58,27,31,30,1,0,0.46551724137931033,0.5344827586206896,0.4225,0.40125,0.12,2.5555555555555554,2.0,11,2,,False,12,1.0,11,2.406944874092005,0.25555555555555554,0.2,,D_prediction_exploration_freshness_trend
normal,7,7,adaptive,12,800,0.1,800,338,330,8,346,91,58,28,30,30,0,0,0.4827586206896552,0.5172413793103449,0.4325,0.4125,0.11375,2.0357142857142856,1.0,11,2,,False,12,1.0,11,2.390435875277035,0.20357142857142857,0.2,,E_full_policy
normal,7,7,adaptive,12,800,0.1,800,329,322,7,335,100,58,28,30,30,0,0,0.4827586206896552,0.5172413793103449,0.41875,0.4025,0.125,2.4285714285714284,2.0,9,2,,False,12,1.0,11,2.2956272501687636,0.24285714285714285,0.2,,F_full_policy_no_online_feedback
normal,8,8,adaptive,12,800,0.1,800,329,312,17,321,122,65,39,26,25,1,0,0.6,0.4,0.40125,0.39,0.1525,4.17948717948718,1.0,28,2,,False,12,1.0,11,2.313629375094024,0.417948717948718,0.2,,A_prediction_only
normal,8,8,adaptive,12,800,0.1,800,325,313,12,321,133,65,33,32,31,1,0,0.5076923076923077,0.49230769230769234,0.40125,0.39125,0.16625,3.5757575757575757,1.0,30,2,,False,12,1.0,11,3.49599900044268,0.3575757575757576,0.2,,B_prediction_exploration
normal,8,8,adaptive,12,800,0.1,800,359,347,12,357,110,65,33,32,32,0,0,0.5076923076923077,0.49230769230769234,0.44625,0.43375,0.1375,2.484848484848485,1.0,19,2,,False,12,1.0,11,3.89187437518558,0.2484848484848485,0.2,,C_prediction_exploration_freshness
normal,8,8,adaptive,12,800,0.1,800,356,343,13,353,110,65,32,33,33,0,0,0.49230769230769234,0.5076923076923077,0.44125,0.42875,0.1375,2.9375,1.0,22,2,,False,12,1.0,11,3.5842830009642057,0.29375,0.2,,D_prediction_exploration_freshness_trend
normal,8,8,adaptive,12,800,0.1,800,360,354,6,363,96,65,34,31,31,0,0,0.5230769230769231,0.47692307692307695,0.45375,0.4425,0.12,2.2941176470588234,2.0,10,2,,False,12,1.0,11,3.4750228751363466,0.22941176470588234,0.2,,E_full_policy
normal,8,8,adaptive,12,800,0.1,800,345,338,7,348,103,65,33,32,32,0,0,0.5076923076923077,0.49230769230769234,0.435,0.4225,0.12875,2.3333333333333335,2.0,11,2,,False,12,1.0,11,3.488361000418081,0.23333333333333336,0.2,,F_full_policy_no_online_feedback
normal,9,9,adaptive,12,800,0.1,800,283,273,10,280,182,62,25,37,36,1,1,0.4032258064516129,0.5967741935483871,0.35,0.34125,0.2275,3.52,1.0,26,12,,False,12,1.0,11,1792.5151237496539,0.35200000000000004,1.2000000000000002,,A_prediction_only
normal,9,9,adaptive,12,800,0.1,800,281,272,9,280,156,62,23,39,38,1,1,0.3709677419354839,0.6290322580645161,0.35,0.34,0.195,2.608695652173913,1.0,9,12,,False,12,1.0,11,1.410614874730527,0.2608695652173913,1.2000000000000002,,B_prediction_exploration
normal,9,9,adaptive,12,800,0.1,800,315,308,7,314,118,62,29,33,32,1,0,0.46774193548387094,0.532258064516129,0.3925,0.385,0.1475,3.8275862068965516,2.0,15,12,,False,12,1.0,11,1.1670120001508621,0.38275862068965516,1.2000000000000002,,C_prediction_exploration_freshness
normal,9,9,adaptive,12,800,0.1,800,332,321,11,327,120,62,27,35,34,1,0,0.43548387096774194,0.5645161290322581,0.40875,0.40125,0.15,3.4814814814814814,1.0,18,12,,False,12,1.0,11,1.12970975053031,0.34814814814814815,1.2000000000000002,,D_prediction_exploration_freshness_trend
normal,9,9,adaptive,12,800,0.1,800,337,329,8,339,102,62,30,32,31,1,0,0.4838709677419355,0.5161290322580645,0.42375,0.41125,0.1275,3.066666666666667,1.0,17,12,,False,12,1.0,11,7.884616999872378,0.3066666666666667,1.2000000000000002,,E_full_policy
normal,9,9,adaptive,12,800,0.1,800,344,335,9,344,112,62,31,31,30,1,0,0.5,0.5,0.43,0.41875,0.14,3.064516129032258,2.0,16,12,,False,12,1.0,11,1.3123289999202825,0.3064516129032258,1.2000000000000002,,F_full_policy_no_online_feedback
normal,10,10,adaptive,12,800,0.1,800,267,252,15,261,196,51,22,29,29,0,0,0.43137254901960786,0.5686274509803921,0.32625,0.315,0.245,4.2272727272727275,1.0,23,2,,False,12,1.0,11,1.1176309998336365,0.4227272727272728,0.2,,A_prediction_only
normal,10,10,adaptive,12,800,0.1,800,262,247,15,253,163,51,21,30,30,0,0,0.4117647058823529,0.5882352941176471,0.31625,0.30875,0.20375,4.904761904761905,3.0,29,2,,False,12,1.0,11,1.0808123751485255,0.4904761904761905,0.2,,B_prediction_exploration
normal,10,10,adaptive,12,800,0.1,800,321,307,14,317,97,51,27,24,24,0,0,0.5294117647058824,0.47058823529411764,0.39625,0.38375,0.12125,3.740740740740741,2.0,14,2,,False,12,1.0,11,1.365376625180943,0.3740740740740741,0.2,,C_prediction_exploration_freshness
normal,10,10,adaptive,12,800,0.1,800,299,284,15,293,106,51,25,26,26,0,0,0.49019607843137253,0.5098039215686274,0.36625,0.355,0.1325,4.4,2.0,32,2,,False,12,1.0,11,1.0840615006600274,0.44000000000000006,0.2,,D_prediction_exploration_freshness_trend
normal,10,10,adaptive,12,800,0.1,800,340,323,17,329,102,51,26,25,25,0,0,0.5098039215686274,0.49019607843137253,0.41125,0.40375,0.1275,2.6538461538461537,1.5,11,2,,False,12,1.0,11,1.0524561255442677,0.2653846153846154,0.2,,E_full_policy
normal,10,10,adaptive,12,800,0.1,800,324,311,13,320,126,51,25,26,26,0,0,0.49019607843137253,0.5098039215686274,0.4,0.38875,0.1575,3.24,2.0,17,2,,False,12,1.0,11,1.0487293753249105,0.32400000000000007,0.2,,F_full_policy_no_online_feedback
normal,11,11,adaptive,12,800,0.1,800,231,210,21,214,206,64,30,34,34,0,0,0.46875,0.53125,0.2675,0.2625,0.2575,3.1333333333333333,2.0,22,2,,False,12,1.0,11,1.0573469999144436,0.31333333333333335,0.2,,A_prediction_only
normal,11,11,adaptive,12,800,0.1,800,232,216,16,220,165,64,28,36,36,0,0,0.4375,0.5625,0.275,0.27,0.20625,3.25,2.0,13,2,,False,12,1.0,11,1.3657571251314948,0.325,0.2,,B_prediction_exploration
normal,11,11,adaptive,12,800,0.1,800,250,236,14,242,110,64,28,36,36,0,0,0.4375,0.5625,0.3025,0.295,0.1375,3.0357142857142856,2.0,10,2,,False,12,1.0,11,1.1446341251939884,0.3035714285714286,0.2,,C_prediction_exploration_freshness
normal,11,11,adaptive,12,800,0.1,800,275,264,11,272,103,64,34,30,30,0,0,0.53125,0.46875,0.34,0.33,0.12875,3.2941176470588234,3.0,9,2,,False,12,1.0,11,1.1198367500765016,0.32941176470588235,0.2,,D_prediction_exploration_freshness_trend
normal,11,11,adaptive,12,800,0.1,800,286,275,11,282,95,64,35,29,29,0,0,0.546875,0.453125,0.3525,0.34375,0.11875,3.257142857142857,3.0,16,2,,False,12,1.0,11,1.1013707496385905,0.32571428571428573,0.2,,E_full_policy
normal,11,11,adaptive,12,800,0.1,800,280,264,16,270,98,64,32,32,32,0,0,0.5,0.5,0.3375,0.33,0.1225,2.9375,1.0,14,2,,False,12,1.0,11,1.1224581256465171,0.29375,0.2,,F_full_policy_no_online_feedback
normal,12,12,adaptive,12,800,0.1,800,300,285,15,299,154,57,28,29,29,0,0,0.49122807017543857,0.5087719298245614,0.37375,0.35625,0.1925,3.5,1.5,23,5,,False,12,1.0,11,1.694079249900824,0.35000000000000003,0.5,,A_prediction_only
normal,12,12,adaptive,12,800,0.1,800,277,268,9,282,156,57,29,28,28,0,0,0.5087719298245614,0.49122807017543857,0.3525,0.335,0.195,4.172413793103448,2.0,23,5,,False,12,1.0,11,1.3820710002983105,0.4172413793103449,0.5,,B_prediction_exploration
normal,12,12,adaptive,12,800,0.1,800,317,304,13,319,102,57,26,31,31,0,0,0.45614035087719296,0.543859649122807,0.39875,0.38,0.1275,3.076923076923077,2.0,16,5,,False,12,1.0,11,1.6715288753403001,0.3076923076923077,0.5,,C_prediction_exploration_freshness
normal,12,12,adaptive,12,800,0.1,800,326,314,12,329,103,57,30,27,27,0,0,0.5263157894736842,0.47368421052631576,0.41125,0.3925,0.12875,3.2333333333333334,2.0,20,5,,False,12,1.0,11,1.2370498753807624,0.32333333333333336,0.5,,D_prediction_exploration_freshness_trend
normal,12,12,adaptive,12,800,0.1,800,332,323,9,340,90,57,29,28,28,0,0,0.5087719298245614,0.49122807017543857,0.425,0.40375,0.1125,3.310344827586207,2.0,21,5,,False,12,1.0,11,1.0763682499236893,0.3310344827586207,0.5,,E_full_policy
normal,12,12,adaptive,12,800,0.1,800,332,318,14,333,114,57,28,29,29,0,0,0.49122807017543857,0.5087719298245614,0.41625,0.3975,0.1425,2.607142857142857,2.0,17,5,,False,12,1.0,11,1.097620000000461,0.26071428571428573,0.5,,F_full_policy_no_online_feedback
normal,13,13,adaptive,12,800,0.1,800,280,276,4,284,193,61,32,29,29,0,0,0.5245901639344263,0.47540983606557374,0.355,0.345,0.24125,3.8125,2.0,20,5,,False,12,1.0,11,1.0607462501138798,0.38125000000000003,0.5,,A_prediction_only
normal,13,13,adaptive,12,800,0.1,800,299,292,7,299,162,61,29,32,32,0,0,0.47540983606557374,0.5245901639344263,0.37375,0.365,0.2025,3.4482758620689653,1.0,18,5,,False,12,1.0,11,1.0569453740754398,0.3448275862068966,0.5,,B_prediction_exploration
normal,13,13,adaptive,12,800,0.1,800,350,342,8,348,114,61,30,31,31,0,0,0.4918032786885246,0.5081967213114754,0.435,0.4275,0.1425,2.4,1.0,11,5,,False,12,1.0,11,1.0878042498006835,0.24,0.5,,C_prediction_exploration_freshness
normal,13,13,adaptive,12,800,0.1,800,338,334,4,344,118,61,28,33,33,0,0,0.45901639344262296,0.5409836065573771,0.43,0.4175,0.1475,1.7142857142857142,1.0,10,5,,False,12,1.0,11,1.0555146251863334,0.17142857142857143,0.5,,D_prediction_exploration_freshness_trend
normal,13,13,adaptive,12,800,0.1,800,339,335,4,346,111,61,27,34,34,0,0,0.4426229508196721,0.5573770491803278,0.4325,0.41875,0.13875,3.6666666666666665,3.0,16,5,,False,12,1.0,11,1.1157674999412848,0.3666666666666667,0.5,,E_full_policy
normal,13,13,adaptive,12,800,0.1,800,336,331,5,340,114,61,29,32,32,0,0,0.47540983606557374,0.5245901639344263,0.425,0.41375,0.1425,2.103448275862069,1.0,6,5,,False,12,1.0,11,1.0614483751851367,0.2103448275862069,0.5,,F_full_policy_no_online_feedback
normal,14,14,adaptive,12,800,0.1,800,351,340,11,350,120,57,26,31,31,0,0,0.45614035087719296,0.543859649122807,0.4375,0.425,0.15,2.6538461538461537,1.5,12,2,,False,12,1.0,11,1.0561653747572564,0.2653846153846154,0.2,,A_prediction_only
normal,14,14,adaptive,12,800,0.1,800,364,350,14,363,108,57,26,31,31,0,0,0.45614035087719296,0.543859649122807,0.45375,0.4375,0.135,2.3846153846153846,1.0,11,2,,False,12,1.0,11,1.0527955002544331,0.23846153846153847,0.2,,B_prediction_exploration
normal,14,14,adaptive,12,800,0.1,800,383,374,9,388,88,57,28,29,29,0,0,0.49122807017543857,0.5087719298245614,0.485,0.4675,0.11,2.642857142857143,2.0,19,2,,False,12,1.0,11,1.0510424994572531,0.2642857142857143,0.2,,C_prediction_exploration_freshness
normal,14,14,adaptive,12,800,0.1,800,394,384,10,397,83,57,27,30,30,0,0,0.47368421052631576,0.5263157894736842,0.49625,0.48,0.10375,2.1481481481481484,2.0,7,2,,False,12,1.0,11,1.054181375184271,0.21481481481481485,0.2,,D_prediction_exploration_freshness_trend
normal,14,14,adaptive,12,800,0.1,800,386,375,11,386,85,57,30,27,27,0,0,0.5263157894736842,0.47368421052631576,0.4825,0.46875,0.10625,3.0,2.0,17,2,,False,12,1.0,11,1.052580374707759,0.30000000000000004,0.2,,E_full_policy
normal,14,14,adaptive,12,800,0.1,800,385,378,7,390,85,57,32,25,25,0,0,0.5614035087719298,0.43859649122807015,0.4875,0.4725,0.10625,2.9375,1.0,18,2,,False,12,1.0,11,1.0412708748845034,0.29375,0.2,,F_full_policy_no_online_feedback
high_activity,0,0,adaptive,12,800,0.1,800,605,599,6,616,2,207,87,120,118,2,2,0.42028985507246375,0.5797101449275363,0.77,0.74875,0.0025,9.74712643678161,6.0,35,0,,False,12,1.0,11,1.0668032503963332,0.974712643678161,0.0,,A_prediction_only
high_activity,0,0,adaptive,12,800,0.1,800,603,597,6,609,2,207,91,116,116,0,2,0.4396135265700483,0.5603864734299517,0.76125,0.74625,0.0025,10.87912087912088,8.0,34,0,,False,12,1.0,11,1.0665906253052526,1.087912087912088,0.0,,B_prediction_exploration
high_activity,0,0,adaptive,12,800,0.1,800,576,570,6,582,5,207,82,125,123,2,2,0.3961352657004831,0.6038647342995169,0.7275,0.7125,0.00625,11.048780487804878,8.0,35,0,,False,12,1.0,11,1.050291374886001,1.104878048780488,0.0,,C_prediction_exploration_freshness
high_activity,0,0,adaptive,12,800,0.1,800,572,565,7,583,4,207,80,127,126,1,2,0.3864734299516908,0.6135265700483091,0.72875,0.70625,0.005,11.725,8.5,35,0,,False,12,1.0,11,1.0579412496372242,1.1725,0.0,,D_prediction_exploration_freshness_trend
high_activity,0,0,adaptive,12,800,0.1,800,577,570,7,583,4,207,76,131,131,0,2,0.3671497584541063,0.6328502415458938,0.72875,0.7125,0.005,9.828947368421053,5.0,34,0,,False,12,1.0,11,1.073964125062048,0.9828947368421054,0.0,,E_full_policy
high_activity,0,0,adaptive,12,800,0.1,800,584,579,5,592,3,207,78,129,128,1,2,0.37681159420289856,0.6231884057971014,0.74,0.72375,0.00375,10.166666666666666,6.5,33,0,,False,12,1.0,11,1.0655324999970617,1.0166666666666666,0.0,,F_full_policy_no_online_feedback
high_activity,1,1,adaptive,12,800,0.1,800,606,603,3,617,0,189,80,109,109,0,2,0.42328042328042326,0.5767195767195767,0.77125,0.75375,0.0,12.125,8.0,35,0,,False,12,1.0,11,1.0755943751792074,1.2125000000000001,0.0,,A_prediction_only
high_activity,1,1,adaptive,12,800,0.1,800,598,594,4,608,0,189,76,113,113,0,2,0.4021164021164021,0.5978835978835979,0.76,0.7425,0.0,12.263157894736842,7.5,35,0,,False,12,1.0,11,1.0729687505227048,1.2263157894736842,0.0,,B_prediction_exploration
high_activity,1,1,adaptive,12,800,0.1,800,576,575,1,595,0,189,79,110,109,1,2,0.41798941798941797,0.582010582010582,0.74375,0.71875,0.0,11.39240506329114,8.0,34,0,,False,12,1.0,11,1.0700238754725433,1.139240506329114,0.0,,C_prediction_exploration_freshness
high_activity,1,1,adaptive,12,800,0.1,800,572,570,2,592,3,189,77,112,109,3,2,0.4074074074074074,0.5925925925925926,0.74,0.7125,0.00375,13.0,11.0,35,0,,False,12,1.0,11,1.1278563753512572,1.3,0.0,,D_prediction_exploration_freshness_trend
