scenario,world_seed,agent_seed,strategy,n_channels,n_slots,slot_duration_s,total_scans,total_detections,true_positive_scans,false_positive_scans,on_target_scans,redundant_scans,n_activity_intervals,n_detected_intervals,n_missed_intervals,n_missed_never_scanned,n_missed_detector,n_censored_intervals,detection_rate,missed_detection_rate,on_target_scan_rate,scan_efficiency,redundant_scan_rate,mean_detection_delay_slots,median_detection_delay_slots,max_detection_delay_slots,time_to_first_detection_slots,emerging_discovery_delay_slots,emerging_discovery_censored,channels_covered,channel_coverage,coverage_time_slots,mean_decision_latency_ms,mean_detection_delay_s,time_to_first_detection_s,emerging_discovery_delay_s
emerging_signal,15,15,random,12,800,0.1,800,97,85,12,90,231,54,39,15,14,1,0,0.7222222222222222,0.2777777777777778,0.1125,0.10625,0.28875,5.6923076923076925,4.0,22.0,1.0,5.0,False,12,1.0,38,0.004173625166004058,0.5692307692307693,0.1,0.5
emerging_signal,15,15,heuristic,12,800,0.1,800,346,332,14,340,264,54,24,30,30,0,1,0.4444444444444444,0.5555555555555556,0.425,0.415,0.33,2.4166666666666665,0.0,31.0,8.0,200.0,False,12,1.0,11,0.010827249971043784,0.24166666666666667,0.8,20.0
emerging_signal,15,15,adaptive,12,800,0.1,800,431,418,13,435,26,54,33,21,21,0,0,0.6111111111111112,0.3888888888888889,0.54375,0.5225,0.0325,6.151515151515151,3.0,28.0,8.0,11.0,False,12,1.0,11,3.0352263751410646,0.6151515151515152,0.8,1.1
emerging_signal,16,16,sequential,12,800,0.1,800,103,84,19,84,0,54,43,11,11,0,0,0.7962962962962963,0.2037037037037037,0.105,0.105,0.0,4.395348837209302,4.0,11.0,8.0,5.0,False,12,1.0,11,0.0006495003617601469,0.43953488372093025,0.8,0.5
emerging_signal,16,16,random,12,800,0.1,800,112,94,18,95,230,54,35,19,19,0,1,0.6481481481481481,0.35185185185185186,0.11875,0.1175,0.2875,4.114285714285714,2.0,24.0,18.0,6.0,False,12,1.0,29,0.005764000270573888,0.4114285714285714,1.8,0.6000000000000001
emerging_signal,16,16,heuristic,12,800,0.1,800,299,291,8,300,300,54,28,26,25,1,2,0.5185185185185185,0.48148148148148145,0.375,0.36375,0.375,3.607142857142857,0.0,72.0,19.0,103.0,False,12,1.0,12,0.014924749375495594,0.36071428571428577,1.9000000000000001,10.3
emerging_signal,16,16,adaptive,12,800,0.1,800,445,439,6,454,33,54,34,20,20,0,0,0.6296296296296297,0.37037037037037035,0.5675,0.54875,0.04125,5.382352941176471,3.0,33.0,8.0,25.0,False,12,1.0,11,2.6606172498941305,0.5382352941176471,0.8,2.5
emerging_signal,17,17,sequential,12,800,0.1,800,104,91,13,97,0,54,43,11,11,0,0,0.7962962962962963,0.2037037037037037,0.12125,0.11375,0.0,5.813953488372093,5.0,22.0,1.0,5.0,False,12,1.0,11,0.0007255005402839743,0.5813953488372093,0.1,0.5
emerging_signal,17,17,random,12,800,0.1,800,98,86,12,86,257,54,35,19,19,0,0,0.6481481481481481,0.35185185185185186,0.1075,0.1075,0.32125,7.485714285714286,4.0,52.0,0.0,52.0,False,12,1.0,27,0.005836375203216448,0.7485714285714287,0.0,5.2
emerging_signal,17,17,heuristic,12,800,0.1,800,501,494,7,508,127,54,23,31,31,0,1,0.42592592592592593,0.5740740740740741,0.635,0.6175,0.15875,2.130434782608696,0.0,24.0,1.0,89.0,False,12,1.0,13,0.011834250035462901,0.21304347826086958,0.1,8.9
emerging_signal,17,17,adaptive,12,800,0.1,800,485,474,11,488,31,54,30,24,24,0,0,0.5555555555555556,0.4444444444444444,0.61,0.5925,0.03875,4.333333333333333,2.0,16.0,1.0,16.0,False,12,1.0,11,4.502855875143723,0.43333333333333335,0.1,1.6
emerging_signal,18,18,sequential,12,800,0.1,800,106,91,15,91,0,58,39,19,19,0,1,0.6724137931034483,0.3275862068965517,0.11375,0.11375,0.0,4.717948717948718,4.0,11.0,8.0,5.0,False,12,1.0,11,0.0007133745748433284,0.47179487179487184,0.8,0.5
emerging_signal,18,18,random,12,800,0.1,800,101,91,10,96,230,58,35,23,23,0,1,0.603448275862069,0.39655172413793105,0.12,0.11375,0.2875,7.571428571428571,4.0,33.0,3.0,7.0,False,12,1.0,19,0.004916875041089952,0.7571428571428571,0.30000000000000004,0.7000000000000001
emerging_signal,18,18,heuristic,12,800,0.1,800,299,292,7,304,341,58,22,36,36,0,1,0.3793103448275862,0.6206896551724138,0.38,0.365,0.42625,3.5454545454545454,0.0,49.0,9.0,430.0,False,12,1.0,11,0.011224125591979828,0.35454545454545455,0.9,43.0
emerging_signal,18,18,adaptive,12,800,0.1,800,447,443,4,456,31,58,33,25,25,0,0,0.5689655172413793,0.43103448275862066,0.57,0.55375,0.03875,3.909090909090909,2.0,24.0,8.0,20.0,False,12,1.0,11,2.857577500108164,0.39090909090909093,0.8,2.0
emerging_signal,19,19,sequential,12,800,0.1,800,98,84,14,88,0,56,46,10,10,0,0,0.8214285714285714,0.17857142857142858,0.11,0.105,0.0,6.282608695652174,8.0,11.0,1.0,5.0,False,12,1.0,11,0.0007741247827652842,0.6282608695652174,0.1,0.5
emerging_signal,19,19,random,12,800,0.1,800,110,87,23,88,228,56,42,14,14,0,0,0.75,0.25,0.11,0.10875,0.285,7.714285714285714,6.0,31.0,11.0,7.0,False,12,1.0,43,0.005657000183418859,0.7714285714285715,1.1,0.7000000000000001
emerging_signal,19,19,heuristic,12,800,0.1,800,409,401,8,408,226,56,24,32,32,0,1,0.42857142857142855,0.5714285714285714,0.51,0.50125,0.2825,1.0,0.0,13.0,1.0,,True,12,1.0,11,0.012458624514692929,0.1,0.1,
emerging_signal,19,19,adaptive,12,800,0.1,800,463,456,7,470,42,56,40,16,15,1,1,0.7142857142857143,0.2857142857142857,0.5875,0.57,0.0525,6.25,3.0,34.0,1.0,14.0,False,12,1.0,11,2.6942732500174316,0.625,0.1,1.4000000000000001
emerging_signal,20,20,sequential,12,800,0.1,800,101,87,14,88,0,51,39,12,12,0,0,0.7647058823529411,0.23529411764705882,0.11,0.10875,0.0,5.0256410256410255,4.0,11.0,8.0,5.0,False,12,1.0,11,0.0006510005550808273,0.5025641025641026,0.8,0.5
emerging_signal,20,20,random,12,800,0.1,800,101,86,15,86,243,51,31,20,20,0,0,0.6078431372549019,0.39215686274509803,0.1075,0.1075,0.30375,10.516129032258064,7.0,47.0,13.0,28.0,False,12,1.0,31,0.004697000149462838,1.0516129032258064,1.3,2.8000000000000003
emerging_signal,20,20,heuristic,12,800,0.1,800,384,378,6,385,244,51,23,28,28,0,1,0.45098039215686275,0.5490196078431373,0.48125,0.4725,0.305,6.782608695652174,0.0,106.0,9.0,231.0,False,12,1.0,14,0.011712248706317041,0.6782608695652175,0.9,23.1
emerging_signal,20,20,adaptive,12,800,0.1,800,435,430,5,443,45,51,29,22,22,0,0,0.5686274509803921,0.43137254901960786,0.55375,0.5375,0.05625,6.620689655172414,6.0,21.0,8.0,17.0,False,12,1.0,11,2.6824701251098304,0.6620689655172414,0.8,1.7000000000000002
emerging_signal,21,21,sequential,12,800,0.1,800,99,85,14,94,0,54,39,15,11,4,1,0.7222222222222222,0.2777777777777778,0.1175,0.10625,0.0,4.102564102564102,4.0,14.0,1.0,29.0,False,12,1.0,11,0.0006456255869125016,0.41025641025641024,0.1,2.9000000000000004
emerging_signal,21,21,random,12,800,0.1,800,93,77,16,78,231,54,31,23,23,0,0,0.5740740740740741,0.42592592592592593,0.0975,0.09625,0.28875,6.838709677419355,5.0,36.0,5.0,3.0,False,12,1.0,42,0.0043986254604533315,0.6838709677419356,0.5,0.30000000000000004
emerging_signal,21,21,heuristic,12,800,0.1,800,473,465,8,486,145,54,23,31,29,2,1,0.42592592592592593,0.5740740740740741,0.6075,0.58125,0.18125,2.347826086956522,0.0,20.0,1.0,84.0,False,12,1.0,11,0.0117366251652129,0.2347826086956522,0.1,8.4
emerging_signal,21,21,adaptive,12,800,0.1,800,448,437,11,449,38,54,33,21,20,1,1,0.6111111111111112,0.3888888888888889,0.56125,0.54625,0.0475,6.03030303030303,4.0,22.0,1.0,6.0,False,12,1.0,11,2.525161624835164,0.603030303030303,0.1,0.6000000000000001
emerging_signal,22,22,sequential,12,800,0.1,800,113,92,21,93,0,52,39,13,12,1,0,0.75,0.25,0.11625,0.115,0.0,5.128205128205129,5.0,11.0,1.0,17.0,False,12,1.0,11,0.0006961256440263242,0.5128205128205129,0.1,1.7000000000000002
emerging_signal,22,22,random,12,800,0.1,800,100,88,12,91,222,52,32,20,20,0,0,0.6153846153846154,0.38461538461538464,0.11375,0.11,0.2775,5.90625,4.0,28.0,5.0,18.0,False,12,1.0,49,0.004548750366666354,0.5906250000000001,0.5,1.8
emerging_signal,22,22,heuristic,12,800,0.1,800,428,418,10,430,194,52,22,30,30,0,1,0.4230769230769231,0.5769230769230769,0.5375,0.5225,0.2425,2.727272727272727,0.0,24.0,1.0,145.0,False,12,1.0,12,0.0108378749791882,0.2727272727272727,0.1,14.5
emerging_signal,22,22,adaptive,12,800,0.1,800,492,481,11,497,30,52,26,26,26,0,0,0.5,0.5,0.62125,0.60125,0.0375,6.961538461538462,3.0,32.0,1.0,3.0,False,12,1.0,11,4.165938375663245,0.6961538461538462,0.1,0.30000000000000004
emerging_signal,23,23,sequential,12,800,0.1,800,112,97,15,99,0,54,40,14,13,1,1,0.7407407407407407,0.25925925925925924,0.12375,0.12125,0.0,4.625,5.0,11.0,1.0,17.0,False,12,1.0,11,0.001401500339852646,0.4625,0.1,1.7000000000000002
emerging_signal,23,23,random,12,800,0.1,800,99,86,13,92,240,54,34,20,19,1,1,0.6296296296296297,0.37037037037037035,0.115,0.1075,0.3,8.470588235294118,5.0,50.0,1.0,27.0,False,12,1.0,46,0.014056499749131035,0.8470588235294119,0.1,2.7
emerging_signal,23,23,heuristic,12,800,0.1,800,464,457,7,472,161,54,26,28,28,0,1,0.48148148148148145,0.5185185185185185,0.59,0.57125,0.20125,5.1923076923076925,0.0,64.0,1.0,158.0,False,12,1.0,11,0.025572625345375855,0.5192307692307693,0.1,15.8
emerging_signal,23,23,adaptive,12,800,0.1,800,477,475,2,481,30,54,34,20,20,0,0,0.6296296296296297,0.37037037037037035,0.60125,0.59375,0.0375,3.911764705882353,1.0,20.0,1.0,6.0,False,12,1.0,11,5.245543749879289,0.3911764705882353,0.1,0.6000000000000001
emerging_signal,24,24,sequential,12,800,0.1,800,101,85,16,88,0,57,42,15,15,0,1,0.7368421052631579,0.2631578947368421,0.11,0.10625,0.0,5.0,4.0,29.0,8.0,5.0,False,12,1.0,11,0.0012482508100220002,0.5,0.8,0.5
emerging_signal,24,24,random,12,800,0.1,800,110,97,13,100,222,57,39,18,18,0,1,0.6842105263157895,0.3157894736842105,0.125,0.12125,0.2775,5.871794871794871,3.0,35.0,16.0,2.0,False,12,1.0,39,0.013948750274721533,0.5871794871794872,1.6,0.2
emerging_signal,24,24,heuristic,12,800,0.1,800,396,388,8,398,238,57,29,28,28,0,0,0.5087719298245614,0.49122807017543857,0.4975,0.485,0.2975,3.8275862068965516,0.0,33.0,7.0,113.0,False,12,1.0,11,0.025900874825310893,0.38275862068965516,0.7000000000000001,11.3
emerging_signal,24,24,adaptive,12,800,0.1,800,421,409,12,419,37,57,30,27,27,0,1,0.5263157894736842,0.47368421052631576,0.52375,0.51125,0.04625,6.666666666666667,2.0,35.0,8.0,2.0,False,12,1.0,11,5.316718375652272,0.6666666666666667,0.8,0.2
emerging_signal,25,25,sequential,12,800,0.1,800,107,91,16,95,0,50,40,10,10,0,0,0.8,0.2,0.11875,0.11375,0.0,5.85,5.5,16.0,8.0,5.0,False,12,1.0,11,0.001604625431355089,0.585,0.8,0.5
emerging_signal,25,25,random,12,800,0.1,800,99,85,14,88,214,50,32,18,18,0,0,0.64,0.36,0.11,0.10625,0.2675,7.21875,4.0,23.0,16.0,16.0,False,12,1.0,28,0.013067000181763433,0.721875,1.6,1.6
emerging_signal,25,25,heuristic,12,800,0.1,800,339,335,4,348,309,50,21,29,29,0,0,0.42,0.58,0.435,0.41875,0.38625,1.0952380952380953,0.0,9.0,9.0,230.0,False,12,1.0,12,0.02569274955021683,0.10952380952380954,0.9,23.0
emerging_signal,25,25,adaptive,12,800,0.1,800,468,461,7,473,34,50,28,22,22,0,0,0.56,0.44,0.59125,0.57625,0.0425,5.035714285714286,2.0,25.0,8.0,15.0,False,12,1.0,11,5.475468625045323,0.5035714285714286,0.8,1.5
emerging_signal,26,26,sequential,12,800,0.1,800,99,85,14,87,0,51,32,19,18,1,0,0.6274509803921569,0.37254901960784315,0.10875,0.10625,0.0,6.21875,6.5,12.0,1.0,17.0,False,12,1.0,11,0.0012986243382329121,0.6218750000000001,0.1,1.7000000000000002
emerging_signal,26,26,random,12,800,0.1,800,110,96,14,98,224,51,33,18,18,0,0,0.6470588235294118,0.35294117647058826,0.1225,0.12,0.28,6.393939393939394,5.0,24.0,7.0,3.0,False,12,1.0,28,0.014756999953533523,0.6393939393939394,0.7000000000000001,0.30000000000000004
emerging_signal,26,26,heuristic,12,800,0.1,800,385,377,8,387,250,51,19,32,32,0,1,0.37254901960784315,0.6274509803921569,0.48375,0.47125,0.3125,5.421052631578948,0.0,74.0,1.0,129.0,False,12,1.0,11,0.024998374756250996,0.5421052631578948,0.1,12.9
emerging_signal,26,26,adaptive,12,800,0.1,800,441,432,9,441,47,51,27,24,24,0,0,0.5294117647058824,0.47058823529411764,0.55125,0.54,0.05875,6.222222222222222,4.0,21.0,1.0,10.0,False,12,1.0,11,5.43133687468071,0.6222222222222222,0.1,1.0
emerging_signal,27,27,sequential,12,800,0.1,800,115,94,21,96,0,51,40,11,10,1,0,0.7843137254901961,0.21568627450980393,0.12,0.1175,0.0,5.25,5.0,11.0,1.0,5.0,False,12,1.0,11,0.0013804999980493449,0.525,0.1,0.5
emerging_signal,27,27,random,12,800,0.1,800,106,95,11,98,220,51,33,18,18,0,1,0.6470588235294118,0.35294117647058826,0.1225,0.11875,0.275,6.242424242424242,7.0,17.0,5.0,7.0,False,12,1.0,36,0.01392337457218673,0.6242424242424243,0.5,0.7000000000000001
emerging_signal,27,27,heuristic,12,800,0.1,800,448,437,11,446,173,51,20,31,31,0,1,0.39215686274509803,0.6078431372549019,0.5575,0.54625,0.21625,2.2,0.0,33.0,1.0,251.0,False,12,1.0,11,0.024942499439930543,0.22000000000000003,0.1,25.1
emerging_signal,27,27,adaptive,12,800,0.1,800,471,461,10,473,49,51,34,17,17,0,1,0.6666666666666666,0.3333333333333333,0.59125,0.57625,0.06125,6.147058823529412,3.0,35.0,1.0,24.0,False,12,1.0,11,5.2978136243109475,0.6147058823529412,0.1,2.4000000000000004
emerging_signal,28,28,sequential,12,800,0.1,800,112,92,20,92,0,58,44,14,14,0,0,0.7586206896551724,0.2413793103448276,0.115,0.115,0.0,4.318181818181818,4.0,11.0,8.0,5.0,False,12,1.0,11,0.0017621248844079673,0.4318181818181819,0.8,0.5
emerging_signal,28,28,random,12,800,0.1,800,105,96,9,96,243,58,33,25,25,0,0,0.5689655172413793,0.43103448275862066,0.12,0.12,0.30375,6.545454545454546,3.0,24.0,80.0,4.0,False,12,1.0,24,0.014954749967728276,0.6545454545454547,8.0,0.4
emerging_signal,28,28,heuristic,12,800,0.1,800,323,311,12,320,301,58,22,36,36,0,0,0.3793103448275862,0.6206896551724138,0.4,0.38875,0.37625,3.5454545454545454,0.0,28.0,9.0,374.0,False,12,1.0,13,0.0256522500058054,0.35454545454545455,0.9,37.4
emerging_signal,28,28,adaptive,12,800,0.1,800,430,420,10,426,34,58,34,24,24,0,0,0.5862068965517241,0.41379310344827586,0.5325,0.525,0.0425,7.0588235294117645,5.5,29.0,8.0,5.0,False,12,1.0,11,5.266588125086855,0.7058823529411765,0.8,0.5
emerging_signal,29,29,sequential,12,800,0.1,800,115,94,21,95,0,59,44,15,15,0,0,0.7457627118644068,0.2542372881355932,0.11875,0.1175,0.0,4.340909090909091,4.0,10.0,1.0,5.0,False,12,1.0,11,0.0012689997311099432,0.4340909090909091,0.1,0.5
emerging_signal,29,29,random,12,800,0.1,800,106,89,17,90,222,59,35,24,24,0,1,0.5932203389830508,0.4067796610169492,0.1125,0.11125,0.2775,6.942857142857143,5.0,29.0,9.0,2.0,False,12,1.0,44,0.014956000522943214,0.6942857142857144,0.9,0.2
emerging_signal,29,29,heuristic,12,800,0.1,800,466,452,14,464,159,59,23,36,36,0,0,0.3898305084745763,0.6101694915254238,0.58,0.565,0.19875,1.6521739130434783,0.0,12.0,2.0,221.0,False,12,1.0,12,0.025528124497213867,0.16521739130434784,0.2,22.1
emerging_signal,29,29,adaptive,12,800,0.1,800,491,475,16,484,29,59,40,19,19,0,0,0.6779661016949152,0.3220338983050847,0.605,0.59375,0.03625,5.425,3.5,22.0,1.0,17.0,False,12,1.0,11,5.36047862507985,0.5425,0.1,1.7000000000000002
high_noise,0,0,sequential,12,800,0.1,800,116,32,84,71,0,64,22,42,23,19,0,0.34375,0.65625,0.08875,0.04,0.0,8.090909090909092,6.5,20.0,2.0,,False,12,1.0,11,0.0018091248057316989,0.8090909090909092,0.2,
high_noise,0,0,random,12,800,0.1,800,112,26,86,41,209,64,18,46,40,6,0,0.28125,0.71875,0.05125,0.0325,0.26125,8.444444444444445,8.5,18.0,8.0,,False,12,1.0,38,0.01426525032002246,0.8444444444444446,0.8,
high_noise,0,0,heuristic,12,800,0.1,800,287,225,62,350,150,64,21,43,39,4,0,0.328125,0.671875,0.4375,0.28125,0.1875,2.9523809523809526,1.0,24.0,6.0,,False,12,1.0,14,0.02565937531471718,0.29523809523809524,0.6000000000000001,
high_noise,0,0,adaptive,12,800,0.1,800,223,146,77,233,19,64,25,39,27,12,0,0.390625,0.609375,0.29125,0.1825,0.02375,5.12,5.0,18.0,2.0,,False,12,1.0,11,5.305560374144989,0.512,0.2,
high_noise,1,1,sequential,12,800,0.1,800,139,32,107,60,0,64,25,39,28,11,0,0.390625,0.609375,0.075,0.04,0.0,8.04,5.0,32.0,5.0,,False,12,1.0,11,0.0013182503607822582,0.8039999999999999,0.5,
high_noise,1,1,random,12,800,0.1,800,131,30,101,58,212,64,22,42,33,9,1,0.34375,0.65625,0.0725,0.0375,0.265,8.227272727272727,6.5,41.0,8.0,,False,12,1.0,48,0.01377862547087716,0.8227272727272728,0.8,
high_noise,1,1,heuristic,12,800,0.1,800,228,149,79,253,161,64,21,43,42,1,0,0.328125,0.671875,0.31625,0.18625,0.20125,3.9047619047619047,3.0,18.0,5.0,,False,12,1.0,11,0.024714374412724283,0.3904761904761905,0.5,
high_noise,1,1,adaptive,12,800,0.1,800,161,75,86,126,24,64,27,37,27,10,0,0.421875,0.578125,0.1575,0.09375,0.03,6.0,4.0,29.0,5.0,,False,12,1.0,11,5.398190000887553,0.6000000000000001,0.5,
high_noise,2,2,sequential,12,800,0.1,800,121,30,91,62,0,63,23,40,24,16,1,0.36507936507936506,0.6349206349206349,0.0775,0.0375,0.0,7.0,5.0,22.0,14.0,,False,12,1.0,11,0.001369374804198742,0.7000000000000001,1.4000000000000001,
high_noise,2,2,random,12,800,0.1,800,121,28,93,58,204,63,15,48,37,11,1,0.23809523809523808,0.7619047619047619,0.0725,0.035,0.255,7.8,5.0,22.0,6.0,,False,12,1.0,16,0.013725875032832846,0.78,0.6000000000000001,
high_noise,2,2,heuristic,12,800,0.1,800,98,0,98,6,339,63,0,63,57,6,1,0.0,1.0,0.0075,0.0,0.42375,,,,,,False,12,1.0,11,0.0253736246668268,,,
high_noise,2,2,adaptive,12,800,0.1,800,156,75,81,129,17,63,27,36,25,11,1,0.42857142857142855,0.5714285714285714,0.16125,0.09375,0.02125,5.518518518518518,3.0,25.0,16.0,,False,12,1.0,11,5.264429249691602,0.5518518518518518,1.6,
high_noise,3,3,sequential,12,800,0.1,800,137,30,107,58,0,64,24,40,24,16,0,0.375,0.625,0.0725,0.0375,0.0,8.541666666666666,7.0,20.0,26.0,,False,12,1.0,11,0.0012587505261763,0.8541666666666666,2.6,
high_noise,3,3,random,12,800,0.1,800,131,28,103,53,184,64,14,50,39,11,0,0.21875,0.78125,0.06625,0.035,0.23,4.071428571428571,3.5,12.0,3.0,,False,12,1.0,31,0.014002875541336834,0.40714285714285714,0.30000000000000004,
high_noise,3,3,heuristic,12,800,0.1,800,241,173,68,303,163,64,18,46,42,4,0,0.28125,0.71875,0.37875,0.21625,0.20375,1.5555555555555556,0.0,8.0,3.0,,False,12,1.0,12,0.02562325000326382,0.15555555555555556,0.30000000000000004,
high_noise,3,3,adaptive,12,800,0.1,800,192,86,106,136,13,64,30,34,24,10,0,0.46875,0.53125,0.17,0.1075,0.01625,5.366666666666666,3.5,21.0,26.0,,False,12,1.0,11,5.319140749998041,0.5366666666666666,2.6,
high_noise,4,4,sequential,12,800,0.1,800,133,33,100,69,0,64,22,42,27,15,0,0.34375,0.65625,0.08625,0.04125,0.0,8.727272727272727,5.0,44.0,14.0,,False,12,1.0,11,0.0013718749687541276,0.8727272727272727,1.4000000000000001,
high_noise,4,4,random,12,800,0.1,800,145,39,106,60,181,64,20,44,36,8,0,0.3125,0.6875,0.075,0.04875,0.22625,8.75,7.5,29.0,8.0,,False,12,1.0,26,0.013012124654778745,0.875,0.8,
high_noise,4,4,heuristic,12,800,0.1,800,220,120,100,208,186,64,12,52,46,6,0,0.1875,0.8125,0.26,0.15,0.2325,2.75,1.0,21.0,40.0,,False,12,1.0,11,0.025823499345278833,0.275,4.0,
high_noise,4,4,adaptive,12,800,0.1,800,189,116,73,197,23,64,25,39,27,12,0,0.390625,0.609375,0.24625,0.145,0.02875,6.08,5.0,24.0,16.0,,False,12,1.0,11,5.3770446253111,0.6080000000000001,1.6,
high_noise,5,5,sequential,12,800,0.1,800,123,33,90,46,0,58,26,32,26,6,1,0.4482758620689655,0.5517241379310345,0.0575,0.04125,0.0,5.0,4.0,17.0,5.0,,False,12,1.0,11,0.0012574999709613621,0.5,0.5,
high_noise,5,5,random,12,800,0.1,800,129,17,112,34,184,58,12,46,38,8,1,0.20689655172413793,0.7931034482758621,0.0425,0.02125,0.23,7.666666666666667,4.5,24.0,4.0,,False,12,1.0,29,0.013663000463566277,0.7666666666666667,0.4,
high_noise,5,5,heuristic,12,800,0.1,800,91,2,89,4,321,58,2,56,54,2,1,0.034482758620689655,0.9655172413793104,0.005,0.0025,0.40125,17.5,17.5,27.0,8.0,,False,12,1.0,14,0.025656124416855164,1.75,0.8,
high_noise,5,5,adaptive,12,800,0.1,800,163,76,87,119,17,58,23,35,29,6,1,0.39655172413793105,0.603448275862069,0.14875,0.095,0.02125,3.1739130434782608,2.0,12.0,5.0,,False,12,1.0,11,5.581075000591227,0.3173913043478261,0.5,
high_noise,6,6,sequential,12,800,0.1,800,133,45,88,68,0,69,26,43,32,11,1,0.37681159420289856,0.6231884057971014,0.085,0.05625,0.0,5.1923076923076925,4.5,18.0,2.0,,False,12,1.0,11,0.0015098748917807825,0.5192307692307693,0.2,
high_noise,6,6,random,12,800,0.1,800,146,32,114,62,187,69,21,48,40,8,1,0.30434782608695654,0.6956521739130435,0.0775,0.04,0.23375,5.0476190476190474,3.0,20.0,0.0,,False,12,1.0,22,0.014903624978614971,0.5047619047619047,0.0,
high_noise,6,6,heuristic,12,800,0.1,800,292,237,55,395,139,69,20,49,47,2,0,0.2898550724637681,0.7101449275362319,0.49375,0.29625,0.17375,1.95,1.0,15.0,2.0,,False,12,1.0,12,0.02624537537485594,0.195,0.2,
high_noise,6,6,adaptive,12,800,0.1,800,178,106,72,182,20,69,25,44,30,14,0,0.36231884057971014,0.6376811594202898,0.2275,0.1325,0.025,4.84,4.0,15.0,2.0,,False,12,1.0,11,3.572566750444821,0.484,0.2,
high_noise,7,7,sequential,12,800,0.1,800,138,37,101,61,0,60,23,37,24,13,0,0.38333333333333336,0.6166666666666667,0.07625,0.04625,0.0,5.391304347826087,5.0,16.0,2.0,,False,12,1.0,11,0.0005381255323300138,0.5391304347826087,0.2,
high_noise,7,7,random,12,800,0.1,800,141,46,95,64,203,60,21,39,32,7,0,0.35,0.65,0.08,0.0575,0.25375,7.0,4.0,26.0,56.0,,False,12,1.0,22,0.004142125071666669,0.7000000000000001,5.6000000000000005,
high_noise,7,7,heuristic,12,800,0.1,800,266,209,57,341,173,60,13,47,45,2,0,0.21666666666666667,0.7833333333333333,0.42625,0.26125,0.21625,0.6923076923076923,0.0,5.0,2.0,,False,12,1.0,12,0.011535000303410925,0.06923076923076923,0.2,
high_noise,7,7,adaptive,12,800,0.1,800,187,104,83,177,13,60,20,40,28,12,0,0.3333333333333333,0.6666666666666666,0.22125,0.13,0.01625,6.0,4.5,20.0,2.0,,False,12,1.0,11,2.432420374934736,0.6000000000000001,0.2,
high_noise,8,8,sequential,12,800,0.1,800,167,47,120,72,0,66,29,37,24,13,0,0.4393939393939394,0.5606060606060606,0.09,0.05875,0.0,5.448275862068965,5.0,19.0,2.0,,False,12,1.0,11,0.0005549998604692519,0.5448275862068965,0.2,
high_noise,8,8,random,12,800,0.1,800,117,34,83,60,213,66,20,46,36,10,0,0.30303030303030304,0.696969696969697,0.075,0.0425,0.26625,9.85,7.0,31.0,2.0,,False,12,1.0,17,0.004060499886691105,0.985,0.2,
high_noise,8,8,heuristic,12,800,0.1,800,305,250,55,414,114,66,21,45,39,6,0,0.3181818181818182,0.6818181818181818,0.5175,0.3125,0.1425,1.0476190476190477,1.0,5.0,2.0,,False,12,1.0,11,0.01024087512632832,0.10476190476190478,0.2,
high_noise,8,8,adaptive,12,800,0.1,800,191,107,84,190,20,66,23,43,34,9,0,0.3484848484848485,0.6515151515151515,0.2375,0.13375,0.025,5.956521739130435,4.0,23.0,2.0,,False,12,1.0,11,2.545794125107932,0.5956521739130435,0.2,
high_noise,9,9,sequential,12,800,0.1,800,131,34,97,58,0,64,21,43,31,12,1,0.328125,0.671875,0.0725,0.0425,0.0,6.428571428571429,5.0,16.0,17.0,,False,12,1.0,11,0.0008625002010376193,0.6428571428571429,1.7000000000000002,
high_noise,9,9,random,12,800,0.1,800,139,37,102,65,199,64,20,44,35,9,1,0.3125,0.6875,0.08125,0.04625,0.24875,5.2,4.0,19.0,0.0,,False,12,1.0,46,0.004456875030882657,0.52,0.0,
high_noise,9,9,heuristic,12,800,0.1,800,196,107,89,162,243,64,8,56,52,4,0,0.125,0.875,0.2025,0.13375,0.30375,1.75,1.0,7.0,502.0,,False,12,1.0,13,0.010209624997514766,0.17500000000000002,50.2,
high_noise,9,9,adaptive,12,800,0.1,800,182,97,85,159,17,64,22,42,29,13,1,0.34375,0.65625,0.19875,0.12125,0.02125,5.818181818181818,4.5,20.0,16.0,,False,12,1.0,11,2.577885624814371,0.5818181818181819,1.6,
high_noise,10,10,sequential,12,800,0.1,800,149,47,102,80,0,54,25,29,17,12,0,0.46296296296296297,0.5370370370370371,0.1,0.05875,0.0,5.24,4.0,16.0,50.0,,False,12,1.0,11,0.0005696251173503697,0.524,5.0,
high_noise,10,10,random,12,800,0.1,800,137,47,90,77,192,54,24,30,22,8,1,0.4444444444444444,0.5555555555555556,0.09625,0.05875,0.24,8.708333333333334,6.5,27.0,3.0,,False,12,1.0,44,0.003963250128435902,0.8708333333333335,0.30000000000000004,
high_noise,10,10,heuristic,12,800,0.1,800,258,197,61,321,195,54,12,42,40,2,0,0.2222222222222222,0.7777777777777778,0.40125,0.24625,0.24375,1.4166666666666667,0.5,8.0,301.0,,False,12,1.0,11,0.010067999173770659,0.1416666666666667,30.1,
high_noise,10,10,adaptive,12,800,0.1,800,199,117,82,220,18,54,24,30,22,8,0,0.4444444444444444,0.5555555555555556,0.275,0.14625,0.0225,6.166666666666667,5.0,20.0,13.0,,False,12,1.0,11,2.750292500531941,0.6166666666666667,1.3,
